chip_volume_um3,vessel_volume_um3,vessel_volume_fraction,total_vessel_length_um,vessel_length_per_chip_volume_um_inverse2,sprouts_per_vessel_length_um_inverse,junctions_per_vessel_length_um_inverse,skeleton_fractal_dimension,skeleton_lacunarity,median_sprout_and_branch_tortuosity,p90_minus_p10_sprout_and_branch_tortuosity,median_sprout_and_branch_median_cs_area_um2,p90_minus_p10_sprout_and_branch_median_cs_area_um2,median_junction_dist_nearest_junction_um,p90_minus_p10_junction_dist_nearest_junction_um,median_sprout_dist_nearest_endpoint_um,p90_minus_p10_sprout_dist_nearest_endpoint_um,total_internal_pore_count,internal_pore_area_fraction_in_filled_vascular_area,median_internal_pore_area_um2,p90_minus_p10_internal_pore_area_um2,median_internal_pore_max_inscribed_radius_um,p90_minus_p10_internal_pore_max_inscribed_radius_um,sprouts_per_chip_volume_um_inverse3,junctions_per_chip_volume_um_inverse3,total_internal_pore_density_per_vessel_volume_um_inverse3
1174216008.0,545652800.0,0.46469541914131357,242286.7168989365,0.00020633913628176025,0.0009162697932491341,0.005910352900598018,1.0749121046760741,0.26317328482347563,1.2038624225738228,1.0608638700507975,3295.313615246283,9854.463892007258,34.72719310349884,81.54604819389905,343.41714281749034,448.981808396813,11908,0.2570860595707635,2204.0,19242.40000000001,18.973665961010276,42.662100242385755,1.8906231774009336e-07,1.2195371126297913e-06,2.182340125442406e-05
