i,top_vasculature_percent,bottom_vasculature_percent
521,5.78155517578125,25.58441162109375
522,19.02313232421875,9.832763671875
523,29.71649169921875,12.48321533203125
524,8.97674560546875,15.37322998046875
525,13.6749267578125,23.0865478515625
526,15.00091552734375,9.283447265625
527,13.20037841796875,29.00848388671875
528,22.1435546875,9.381103515625
529,7.06024169921875,7.7362060546875
530,8.673095703125,8.7860107421875
531,25.01983642578125,11.00616455078125
532,8.67767333984375,9.37042236328125
533,10.51483154296875,11.0870361328125
534,4.9591064453125,25.1068115234375
535,5.4046630859375,8.20770263671875
536,7.75909423828125,11.6485595703125
537,11.38763427734375,6.768798828125
538,12.8509521484375,6.40716552734375
539,9.2742919921875,10.5804443359375
540,13.861083984375,7.91473388671875
541,13.44757080078125,10.46142578125
542,7.55767822265625,13.51470947265625
543,12.933349609375,11.68670654296875
544,13.38348388671875,11.54022216796875
545,6.36749267578125,10.68267822265625
546,9.991455078125,10.7940673828125
547,9.07440185546875,13.44146728515625
548,12.1856689453125,13.54827880859375
549,13.97705078125,10.90087890625
550,13.38043212890625,12.8570556640625
551,13.41705322265625,14.25323486328125
552,5.2398681640625,5.37567138671875
553,23.42987060546875,9.85107421875
554,11.94000244140625,11.01837158203125
555,8.60748291015625,10.3790283203125
556,8.0810546875,10.4461669921875
557,4.3212890625,19.5068359375
558,13.348388671875,11.2091064453125
559,9.47113037109375,10.54229736328125
560,6.62384033203125,19.696044921875
561,11.2823486328125,9.661865234375
562,8.02154541015625,9.4879150390625
563,11.77215576171875,11.52191162109375
564,18.63861083984375,10.64300537109375
565,12.530517578125,12.908935546875
566,12.26043701171875,13.25531005859375
567,18.48602294921875,10.5926513671875
568,11.31134033203125,11.68975830078125
569,11.46697998046875,11.34490966796875
570,9.429931640625,19.6624755859375
571,11.95220947265625,9.77630615234375
572,12.2406005859375,12.060546875
573,5.73272705078125,12.8662109375
574,6.11724853515625,15.4083251953125
575,7.57904052734375,12.530517578125
576,4.97589111328125,15.60211181640625
577,7.94219970703125,12.49237060546875
578,7.93609619140625,14.60113525390625
579,3.23333740234375,13.81378173828125
580,5.55267333984375,10.076904296875
581,16.424560546875,13.46435546875
